"Flight.Type","Airline","Flight.No","AverageDepartureDelay","AverageArrivalDelay","TotalFlight","ArrivalDelayedFlight","ArrivalPercDelay","DepartureDelayedFlight","DeparturePercDelay"
"Domestic","GOL","GLO - 6617",10.84,14.75,176,66,0.38,47,0.27
"Domestic","GOL","GLO - 6618",4.23,3.21,149,13,0.09,22,0.15
"Domestic","GOL","GLO - 6619",1.44,1.05,153,6,0.04,9,0.06
"Domestic","GOL","GLO - 6620",4.74,2,34,1,0.03,7,0.21
"Domestic","GOL","GLO - 6621",6.73,5.68,81,12,0.15,19,0.23
"Domestic","GOL","GLO - 6622",6.23,-0.81,31,0,0,8,0.26
"Domestic","GOL","GLO - 6623",12.94,13.94,79,29,0.37,20,0.25
"Domestic","GOL","GLO - 6624",2.44,1.8,169,11,0.07,17,0.1
"Domestic","GOL","GLO - 6625",3.68,4.24,148,19,0.13,19,0.13
"Domestic","GOL","GLO - 6626",1.23,0,13,0,0,1,0.08
"Domestic","GOL","GLO - 6627",2.6,3.72,86,10,0.12,5,0.06
"Domestic","GOL","GLO - 6628",8.01,9.32,71,20,0.28,18,0.25
"Domestic","GOL","GLO - 6629",1.88,0.61,133,3,0.02,8,0.06
"Domestic","GOL","GLO - 6630",3.08,2.77,53,4,0.08,6,0.11
"Domestic","GOL","GLO - 6631",1.4,6.9,10,4,0.4,2,0.2
"Domestic","GOL","GLO - 6632",0.91,1.65,149,12,0.08,4,0.03
"Domestic","GOL","GLO - 6633",7.07,7.7,109,26,0.24,25,0.23
"Domestic","GOL","GLO - 6634",3.44,6.74,140,34,0.24,15,0.11
"Domestic","GOL","GLO - 6635",0.78,0.99,281,8,0.03,6,0.02
"Domestic","GOL","GLO - 6636",3.4,3.88,42,3,0.07,3,0.07
"Domestic","GOL","GLO - 6637",7.19,6.46,37,5,0.14,5,0.14
"Domestic","GOL","GLO - 6638",4.09,8.58,134,34,0.25,13,0.1
"Domestic","GOL","GLO - 6639",5.7,9.73,162,46,0.28,24,0.15
"Domestic","GOL","GLO - 6640",6.27,8.47,100,29,0.29,22,0.22
"Domestic","GOL","GLO - 6641",17.01,5.72,80,7,0.09,19,0.24
"Domestic","GOL","GLO - 6642",9.22,11.7,127,44,0.35,26,0.2
"Domestic","GOL","GLO - 6643",3.35,2.93,72,7,0.1,9,0.12
"Domestic","GOL","GLO - 6644",5.46,5.02,95,14,0.15,13,0.14
"Domestic","GOL","GLO - 6645",7.85,8.09,151,33,0.22,36,0.24
"Domestic","GOL","GLO - 6646",4.21,3.97,179,23,0.13,24,0.13
"Domestic","GOL","GLO - 6647",9.6,8.24,113,19,0.17,28,0.25
"Domestic","GOL","GLO - 6648",0.21,0.06,152,1,0.01,2,0.01
"Domestic","GOL","GLO - 6649",0.67,0.28,123,2,0.02,2,0.02
"Domestic","GOL","GLO - 6650",4.24,4.77,152,22,0.14,20,0.13
"Domestic","GOL","GLO - 6651",1.37,1.41,147,5,0.03,4,0.03
"Domestic","GOL","GLO - 6652",1.66,4.28,160,20,0.12,4,0.02
"Domestic","GOL","GLO - 6653",2.6,21.55,20,18,0.9,2,0.1
"Domestic","GOL","GLO - 6654",37.04,52,24,24,1,15,0.62
"Domestic","GOL","GLO - 6655",16.71,25.65,17,16,0.94,7,0.41
"Domestic","GOL","GLO - 6656",53.46,48.18,28,20,0.71,25,0.89
"Domestic","GOL","GLO - 6657",7.39,28.23,75,75,1,13,0.17
"Domestic","GOL","GLO - 6658",24.75,18.94,16,6,0.38,14,0.88
"Domestic","GOL","GLO - 6659",20.44,24.56,18,14,0.78,12,0.67
"Domestic","GOL","GLO - 6660",1.69,1.77,13,1,0.08,1,0.08
"Domestic","GOL","GLO - 6661",5.34,9.88,59,17,0.29,6,0.1
"Domestic","GOL","GLO - 6662",4.22,8.3,88,25,0.28,12,0.14
"Domestic","GOL","GLO - 6663",21.76,36.96,49,48,0.98,22,0.45
"Domestic","GOL","GLO - 6664",29.57,15.86,7,3,0.43,7,1
"Domestic","GOL","GLO - 6666",6.44,16.44,154,29,0.19,26,0.17
"Domestic","GOL","GLO - 6667",2.97,2.36,98,8,0.08,10,0.1
"Domestic","GOL","GLO - 6668",12.21,14.42,84,30,0.36,26,0.31
"Domestic","GOL","GLO - 6669",11.58,13.21,76,28,0.37,22,0.29
"Domestic","GOL","GLO - 6670",7.7,4.24,101,10,0.1,25,0.25
"Domestic","GOL","GLO - 6671",26.8,34.94,102,95,0.93,59,0.58
"Domestic","GOL","GLO - 6672",15.09,11.33,70,25,0.36,39,0.56
"Domestic","GOL","GLO - 6673",6.09,6.04,179,30,0.17,32,0.18
"Domestic","GOL","GLO - 6674",-3.67,-3.44,9,3,0.33,1,0.11
"Domestic","GOL","GLO - 6675",1.74,1.74,96,5,0.05,6,0.06
"Domestic","GOL","GLO - 6676",0.48,0.84,155,4,0.03,1,0.01
"Domestic","GOL","GLO - 6677",14.28,12,74,19,0.26,27,0.36
"Domestic","GOL","GLO - 6678",8.26,7.48,117,21,0.18,26,0.22
"Domestic","GOL","GLO - 6679",18.4,18.75,96,18,0.19,13,0.14
"Domestic","GOL","GLO - 6680",6.52,4.85,181,22,0.12,40,0.22
"Domestic","GOL","GLO - 6681",4.63,4.83,206,32,0.16,31,0.15
"Domestic","GOL","GLO - 6682",6.02,8.45,101,24,0.24,15,0.15
"Domestic","GOL","GLO - 6683",9.62,9.43,142,35,0.25,38,0.27
"Domestic","GOL","GLO - 6684",9.43,5.76,49,7,0.14,16,0.33
"Domestic","GOL","GLO - 6685",10.57,14.13,53,19,0.36,14,0.26
"Domestic","GOL","GLO - 6686",32.04,33.91,68,49,0.72,36,0.53
"Domestic","GOL","GLO - 6687",9.3,10.3,122,38,0.31,29,0.24
"Domestic","GOL","GLO - 6688",1.68,3.34,50,7,0.14,3,0.06
"Domestic","GOL","GLO - 6689",5.48,6.73,139,27,0.19,17,0.12
"Domestic","GOL","GLO - 6690",12.66,12.31,64,15,0.23,14,0.22
"Domestic","GOL","GLO - 6691",2.17,4.02,174,17,0.1,8,0.05
"Domestic","GOL","GLO - 6692",6.9,7.34,125,24,0.19,20,0.16
"Domestic","GOL","GLO - 6693",3.41,15.82,182,94,0.52,16,0.09
"Domestic","GOL","GLO - 6694",3.62,3.89,146,13,0.09,11,0.08
"Domestic","GOL","GLO - 6695",0.02,0.42,88,2,0.02,0,0
"Domestic","GOL","GLO - 6696",4.97,6.46,153,21,0.14,13,0.08
"Domestic","GOL","GLO - 6697",14.67,21.92,60,30,0.5,15,0.25
"Domestic","GOL","GLO - 6698",35.69,35.56,55,36,0.65,34,0.62
"Domestic","GOL","GLO - 6700",40,27,1,1,1,1,1
"Domestic","GOL","GLO - 6701",5.94,5.23,48,9,0.19,10,0.21
"Domestic","GOL","GLO - 6702",5.64,4.68,131,13,0.1,18,0.14
"Domestic","GOL","GLO - 6703",4.77,2.4,35,2,0.06,4,0.11
"Domestic","GOL","GLO - 6704",6.42,7.2,173,32,0.18,29,0.17
"Domestic","GOL","GLO - 6705",4.48,4.5,132,11,0.08,9,0.07
"Domestic","GOL","GLO - 6706",0.57,1.17,184,11,0.06,5,0.03
"Domestic","GOL","GLO - 6707",1.61,4.11,148,17,0.11,6,0.04
"Domestic","GOL","GLO - 6708",3.95,3.38,147,8,0.05,10,0.07
"Domestic","GOL","GLO - 6709",1.8,2.02,117,3,0.03,2,0.02
"Domestic","GOL","GLO - 6710",5.84,3.82,49,6,0.12,11,0.22
"Domestic","GOL","GLO - 6711",3.75,4.84,179,24,0.13,20,0.11
"Domestic","GOL","GLO - 6712",2.44,4.35,102,14,0.14,8,0.08
"Domestic","GOL","GLO - 6713",7.21,7.92,165,40,0.24,38,0.23
"Domestic","GOL","GLO - 6714",3.08,5.63,180,36,0.2,12,0.07
"Domestic","GOL","GLO - 6715",0.46,1.44,170,9,0.05,2,0.01
"Domestic","GOL","GLO - 6716",5.17,8.75,150,48,0.32,22,0.15
"Domestic","GOL","GLO - 6717",5.85,7.78,55,16,0.29,8,0.15
"Domestic","GOL","GLO - 6718",5.52,6.37,147,29,0.2,23,0.16
"Domestic","GOL","GLO - 6719",9.6,17.45,197,106,0.54,52,0.26
"Domestic","GOL","GLO - 6720",0.23,1.48,151,9,0.06,2,0.01
"Domestic","GOL","GLO - 6721",10.22,9.43,131,31,0.24,35,0.27
"Domestic","GOL","GLO - 6722",6.82,5.94,72,14,0.19,16,0.22
"Domestic","GOL","GLO - 6723",5.21,4.36,56,2,0.04,5,0.09
"Domestic","GOL","GLO - 6724",14.06,9.4,101,17,0.17,39,0.39
"Domestic","GOL","GLO - 6725",11.49,10.55,82,23,0.28,30,0.37
"Domestic","GOL","GLO - 6726",16.17,11.26,114,22,0.19,44,0.39
"Domestic","GOL","GLO - 6727",0.16,1.42,143,7,0.05,2,0.01
"Domestic","GOL","GLO - 6728",2.48,4.04,91,12,0.13,4,0.04
"Domestic","GOL","GLO - 6729",9.01,8.87,151,40,0.26,42,0.28
"Domestic","GOL","GLO - 6730",11.75,6.82,51,8,0.16,21,0.41
"Domestic","GOL","GLO - 6731",1.74,2,119,8,0.07,7,0.06
"Domestic","GOL","GLO - 6732",13.24,11.62,45,14,0.31,16,0.36
"Domestic","GOL","GLO - 6733",-0.26,0.17,93,2,0.02,0,0
"Domestic","GOL","GLO - 6734",2.41,12.44,118,52,0.44,12,0.1
"Domestic","GOL","GLO - 6735",12.18,8.09,45,8,0.18,17,0.38
"Domestic","GOL","GLO - 6736",7.62,6.91,152,19,0.12,25,0.16
"Domestic","GOL","GLO - 6737",2.71,2.82,124,6,0.05,4,0.03
"Domestic","GOL","GLO - 6738",5.4,4.82,205,25,0.12,30,0.15
"Domestic","GOL","GLO - 6739",6.25,7.43,180,35,0.19,28,0.16
"Domestic","GOL","GLO - 6740",4.75,34.12,154,30,0.19,18,0.12
"Domestic","GOL","GLO - 6741",1.04,1.93,150,8,0.05,5,0.03
"Domestic","GOL","GLO - 6742",6.07,8.57,54,13,0.24,6,0.11
"Domestic","GOL","GLO - 6743",2.9,2.43,178,14,0.08,16,0.09
"Domestic","GOL","GLO - 6744",6.95,6.03,178,29,0.16,28,0.16
"Domestic","GOL","GLO - 6745",8.89,2.44,152,14,0.09,36,0.24
"Domestic","GOL","GLO - 6746",12.92,11.24,85,26,0.31,36,0.42
"Domestic","GOL","GLO - 6747",3.03,6.13,148,28,0.19,13,0.09
"Domestic","GOL","GLO - 6748",4.81,12.19,84,32,0.38,11,0.13
"Domestic","GOL","GLO - 6749",7.35,6.98,48,9,0.19,10,0.21
"Domestic","GOL","GLO - 6750",19.25,25.01,106,86,0.81,50,0.47
"Domestic","GOL","GLO - 6751",10.42,13.92,239,109,0.46,70,0.29
"Domestic","GOL","GLO - 6752",13.64,16.72,58,21,0.36,13,0.22
"Domestic","GOL","GLO - 6753",11.17,12.43,60,17,0.28,14,0.23
"Domestic","GOL","GLO - 6754",9.25,11.94,93,32,0.34,19,0.2
"Domestic","GOL","GLO - 6755",7.06,6.22,155,30,0.19,37,0.24
"Domestic","GOL","GLO - 6756",3.54,7.02,152,32,0.21,11,0.07
"Domestic","GOL","GLO - 6757",4.68,3.58,155,18,0.12,26,0.17
"Domestic","GOL","GLO - 6758",0.69,1.37,49,2,0.04,2,0.04
"Domestic","GOL","GLO - 6759",3.97,3.28,129,10,0.08,15,0.12
"Domestic","GOL","GLO - 6760",5.15,3.79,142,14,0.1,23,0.16
"Domestic","GOL","GLO - 6761",13.16,8.47,51,9,0.18,16,0.31
"Domestic","GOL","GLO - 6762",0.81,2.28,152,15,0.1,4,0.03
"Domestic","GOL","GLO - 6763",3.89,3.8,46,3,0.07,3,0.07
"Domestic","GOL","GLO - 6764",3.66,2.86,154,8,0.05,18,0.12
"Domestic","GOL","GLO - 6765",5.87,7.46,115,16,0.14,8,0.07
"Domestic","GOL","GLO - 6766",4.29,4.04,160,12,0.08,15,0.09
"Domestic","GOL","GLO - 6767",8.94,5.96,171,20,0.12,43,0.25
"Domestic","GOL","GLO - 6768",8.25,5.94,175,26,0.15,54,0.31
"Domestic","GOL","GLO - 6769",4.67,4.27,124,8,0.06,8,0.06
"Domestic","GOL","GLO - 6770",7.07,2.61,178,12,0.07,38,0.21
"Domestic","GOL","GLO - 6771",2.46,2.67,140,4,0.03,3,0.02
"Domestic","GOL","GLO - 6772",25.58,25.29,38,23,0.61,24,0.63
"Domestic","GOL","GLO - 6773",4.55,2.68,145,9,0.06,20,0.14
"Domestic","GOL","GLO - 6774",8.82,8.69,105,24,0.23,25,0.24
"Domestic","GOL","GLO - 6775",9.79,17.22,136,60,0.44,31,0.23
"Domestic","GOL","GLO - 6776",6.16,7.52,118,26,0.22,20,0.17
"Domestic","GOL","GLO - 6777",8.75,10.32,130,40,0.31,29,0.22
"Domestic","GOL","GLO - 6778",9.59,8.19,156,32,0.21,45,0.29
"Domestic","GOL","GLO - 6779",12.61,13.52,114,30,0.26,25,0.22
"Domestic","GOL","GLO - 6780",14.64,13.76,116,30,0.26,35,0.3
"Domestic","GOL","GLO - 6781",12.6,17.82,148,62,0.42,28,0.19
"Domestic","GOL","GLO - 6782",5.68,3.54,82,5,0.06,14,0.17
"Domestic","GOL","GLO - 6783",5.44,5.33,178,20,0.11,18,0.1
"Domestic","GOL","GLO - 6784",1.89,2.02,152,5,0.03,4,0.03
"Domestic","GOL","GLO - 6785",3.43,3.71,169,15,0.09,13,0.08
"Domestic","GOL","GLO - 6786",7.21,5.62,141,17,0.12,19,0.13
"Domestic","GOL","GLO - 6787",7.37,2.13,126,8,0.06,32,0.25
"Domestic","GOL","GLO - 6788",1.9,1.42,171,6,0.04,7,0.04
"Domestic","GOL","GLO - 6789",6.37,4.83,169,15,0.09,25,0.15
"Domestic","GOL","GLO - 6790",2.18,3.84,174,22,0.13,10,0.06
"Domestic","GOL","GLO - 6791",2.56,1.44,204,7,0.03,16,0.08
"Domestic","GOL","GLO - 6792",12.8,12.71,112,38,0.34,45,0.4
"Domestic","GOL","GLO - 6793",9.79,15.47,153,64,0.42,35,0.23
"Domestic","GOL","GLO - 6794",3.96,2.77,73,6,0.08,10,0.14
"Domestic","GOL","GLO - 6795",8.38,9.67,109,24,0.22,22,0.2
"Domestic","GOL","GLO - 6796",10.15,9.42,129,19,0.15,23,0.18
"Domestic","GOL","GLO - 6797",2.26,1.93,117,8,0.07,9,0.08
"Domestic","GOL","GLO - 6798",3.72,4.39,72,9,0.12,6,0.08
"Domestic","GOL","GLO - 6799",9.75,9.87,110,25,0.23,23,0.21
"Domestic","GOL","GLO - 6800",8.16,8,240,62,0.26,65,0.27
"Domestic","GOL","GLO - 6801",0,1.42,12,1,0.08,0,0
"Domestic","GOL","GLO - 6802",4.99,3.96,141,20,0.14,25,0.18
"Domestic","GOL","GLO - 6803",3.43,4.59,54,8,0.15,5,0.09
"Domestic","GOL","GLO - 6804",5.77,5.44,124,15,0.12,19,0.15
"Domestic","GOL","GLO - 6805",1.25,0.92,118,4,0.03,4,0.03
"Domestic","GOL","GLO - 6806",7.89,7.57,149,30,0.2,34,0.23
"Domestic","GOL","GLO - 6807",12.89,12.59,177,49,0.28,69,0.39
"Domestic","GOL","GLO - 6808",6.31,7.79,67,20,0.3,17,0.25
"Domestic","GOL","GLO - 6809",8.38,8.28,124,26,0.21,29,0.23
"Domestic","GOL","GLO - 6810",5.32,9.07,165,53,0.32,22,0.13
"Domestic","GOL","GLO - 6811",7.54,6.72,177,27,0.15,32,0.18
"Domestic","GOL","GLO - 6812",4.71,4.4,156,14,0.09,13,0.08
"Domestic","GOL","GLO - 6813",9.57,9.02,131,27,0.21,36,0.27
"Domestic","GOL","GLO - 6814",9.96,8.55,96,17,0.18,23,0.24
"Domestic","GOL","GLO - 6815",11.2,23.14,117,67,0.57,22,0.19
"Domestic","GOL","GLO - 6816",3.75,6.08,87,19,0.22,11,0.13
"Domestic","GOL","GLO - 6817",3.96,3.18,85,6,0.07,9,0.11
"Domestic","GOL","GLO - 6818",5.9,6.08,118,17,0.14,18,0.15
"Domestic","GOL","GLO - 6819",2.83,3.1,77,7,0.09,5,0.06
"Domestic","GOL","GLO - 6820",22.09,17.55,53,23,0.43,34,0.64
"Domestic","GOL","GLO - 6821",9.33,10.59,91,29,0.32,27,0.3
"Domestic","GOL","GLO - 6822",18.6,17.73,107,29,0.27,34,0.32
"Domestic","GOL","GLO - 6823",8.36,12.42,92,33,0.36,17,0.18
"Domestic","GOL","GLO - 6824",5.91,11.18,130,51,0.39,19,0.15
"Domestic","GOL","GLO - 6825",2.44,5.65,89,13,0.15,3,0.03
"Domestic","GOL","GLO - 6826",9.93,11.88,57,12,0.21,9,0.16
"Domestic","GOL","GLO - 6827",9.59,14.37,54,22,0.41,11,0.2
"Domestic","GOL","GLO - 6828",6.91,8.95,44,11,0.25,6,0.14
"Domestic","GOL","GLO - 6829",6.38,9.31,104,33,0.32,20,0.19
"Domestic","GOL","GLO - 6830",5.35,7.33,57,10,0.18,6,0.11
"Domestic","GOL","GLO - 6831",8.26,11.48,27,9,0.33,6,0.22
"Domestic","GOL","GLO - 6832",8.93,10.89,44,12,0.27,11,0.25
"Domestic","GOL","GLO - 6833",6.26,5.46,35,6,0.17,6,0.17
"Domestic","GOL","GLO - 6834",6.78,9.62,32,5,0.16,2,0.06
"Domestic","GOL","GLO - 6835",6.47,6.2,45,6,0.13,7,0.16
"Domestic","GOL","GLO - 6836",10.61,10.67,109,16,0.15,13,0.12
"Domestic","GOL","GLO - 6837",12.61,13.49,49,5,0.1,8,0.16
"Domestic","GOL","GLO - 6838",12.89,12.95,44,7,0.16,12,0.27
"Domestic","GOL","GLO - 6839",7.97,4.26,34,5,0.15,8,0.24
"Domestic","GOL","GLO - 6840",1.66,2.92,130,15,0.12,6,0.05
"Domestic","GOL","GLO - 6841",22.38,35.73,26,25,0.96,11,0.42
"Domestic","GOL","GLO - 6842",21.55,24.33,33,12,0.36,10,0.3
"Domestic","GOL","GLO - 6843",6.65,6.79,75,11,0.15,9,0.12
"Domestic","GOL","GLO - 6844",8.31,8.85,13,2,0.15,3,0.23
"Domestic","GOL","GLO - 6845",4.39,5.02,113,19,0.17,13,0.12
"Domestic","GOL","GLO - 6846",4.98,4.28,46,6,0.13,9,0.2
"Domestic","GOL","GLO - 6847",13.1,13.45,119,34,0.29,37,0.31
"Domestic","GOL","GLO - 6849",14.89,12.42,65,21,0.32,28,0.43
"Domestic","GOL","GLO - 6850",2.68,2.81,37,4,0.11,5,0.14
"Domestic","GOL","GLO - 6851",9.07,7.95,124,20,0.16,28,0.23
"Domestic","GOL","GLO - 6852",16.1,14.44,86,24,0.28,29,0.34
"Domestic","GOL","GLO - 6853",9,28.22,27,17,0.63,3,0.11
"Domestic","GOL","GLO - 6854",9.17,14.42,64,25,0.39,10,0.16
"Domestic","GOL","GLO - 6855",8.78,8.45,67,7,0.1,8,0.12
"Domestic","GOL","GLO - 6856",2.19,2,43,3,0.07,3,0.07
"Domestic","GOL","GLO - 6857",9.22,11.23,109,31,0.28,19,0.17
"Domestic","GOL","GLO - 6858",8.27,7.97,59,9,0.15,12,0.2
"Domestic","GOL","GLO - 6859",4.91,5.51,88,8,0.09,6,0.07
"Domestic","GOL","GLO - 6860",5.19,9.03,131,29,0.22,13,0.1
"Domestic","GOL","GLO - 6861",2.02,1.09,171,7,0.04,13,0.08
"Domestic","GOL","GLO - 6862",10.31,9.63,154,21,0.14,20,0.13
"Domestic","GOL","GLO - 6863",8.17,9.51,71,15,0.21,12,0.17
"Domestic","GOL","GLO - 6864",3.23,2.92,78,9,0.12,11,0.14
"Domestic","GOL","GLO - 6865",15.52,15.06,48,9,0.19,8,0.17
"Domestic","GOL","GLO - 6866",21.89,25,38,12,0.32,9,0.24
"Domestic","GOL","GLO - 6867",1.23,1.47,83,2,0.02,2,0.02
"Domestic","GOL","GLO - 6868",0.16,1.68,25,2,0.08,3,0.12
"Domestic","GOL","GLO - 6869",3.15,3.73,93,6,0.06,5,0.05
"Domestic","GOL","GLO - 6870",2.53,3.02,47,6,0.13,3,0.06
"Domestic","GOL","GLO - 6871",7.99,7.32,120,18,0.15,22,0.18
"Domestic","GOL","GLO - 6872",0.15,0.3,133,2,0.02,2,0.02
"Domestic","GOL","GLO - 6873",2.96,3.86,146,19,0.13,12,0.08
"Domestic","GOL","GLO - 6874",-0.94,-3.78,54,1,0.02,1,0.02
"Domestic","GOL","GLO - 6876",5.13,4.45,117,12,0.1,16,0.14
"Domestic","GOL","GLO - 6877",2.24,2.43,86,5,0.06,4,0.05
"Domestic","GOL","GLO - 6878",12.62,16.48,40,17,0.42,11,0.28
"Domestic","GOL","GLO - 6879",25.52,21.74,23,17,0.74,19,0.83
"Domestic","GOL","GLO - 6880",49.23,56.54,26,18,0.69,9,0.35
"Domestic","GOL","GLO - 6881",5.8,7.94,115,30,0.26,20,0.17
"Domestic","GOL","GLO - 6882",8.82,8.59,34,8,0.24,9,0.26
"Domestic","GOL","GLO - 6883",5.38,23,21,18,0.86,2,0.1
"Domestic","GOL","GLO - 6884",11.04,13.06,140,41,0.29,26,0.19
"Domestic","GOL","GLO - 6887",20.17,22.57,30,29,0.97,20,0.67
"Domestic","GOL","GLO - 6888",7.05,17.33,21,16,0.76,8,0.38
"Domestic","GOL","GLO - 6889",4.16,4.56,135,19,0.14,17,0.13
"Domestic","GOL","GLO - 6890",3.9,6.34,182,41,0.23,22,0.12
"Domestic","GOL","GLO - 6891",3.85,6.68,154,36,0.23,12,0.08
"Domestic","GOL","GLO - 6892",6.56,6.31,180,30,0.17,36,0.2
"Domestic","GOL","GLO - 6893",1.46,0.72,156,3,0.02,7,0.04
"Domestic","GOL","GLO - 6894",11.23,14.04,26,12,0.46,10,0.38
"Domestic","GOL","GLO - 6895",10.35,13.63,146,59,0.4,48,0.33
"Domestic","GOL","GLO - 6896",3.24,4.26,98,14,0.14,8,0.08
"Domestic","GOL","GLO - 6897",6.8,12.59,59,18,0.31,8,0.14
"Domestic","GOL","GLO - 6898",0.5,0.45,147,2,0.01,2,0.01
"Domestic","GOL","GLO - 6899",7.77,6.87,123,26,0.21,30,0.24
"Domestic","MAP LINHAS AEREAS","PAM - 5900",-19.5,-11,2,0,0,0,0
"Domestic","MAP LINHAS AEREAS","PAM - 5901",7.5,24.38,8,6,0.75,3,0.38
"Domestic","MAP LINHAS AEREAS","PAM - 5908",89.62,107,8,8,1,3,0.38
"Domestic","MAP LINHAS AEREAS","PAM - 5909",73.73,86.73,11,11,1,6,0.55
"Domestic","MAP LINHAS AEREAS","PAM - 5912",-310.1,-353.17,687,159,0.23,110,0.16
"Domestic","MAP LINHAS AEREAS","PAM - 5913",26.52,30.96,669,356,0.53,326,0.49
"Domestic","MAP LINHAS AEREAS","PAM - 5914",19.9,24.62,60,18,0.3,14,0.23
"Domestic","MAP LINHAS AEREAS","PAM - 5915",8.38,12.85,78,16,0.21,14,0.18
"Domestic","MAP LINHAS AEREAS","PAM - 5916",18.92,28.87,78,64,0.82,49,0.63
"Domestic","MAP LINHAS AEREAS","PAM - 5917",23.48,31.41,86,70,0.81,64,0.74
"Domestic","MAP LINHAS AEREAS","PAM - 5918",26.83,25.06,18,15,0.83,13,0.72
"Domestic","MAP LINHAS AEREAS","PAM - 5919",-1.43,34.71,14,13,0.93,9,0.64
"Domestic","MAP LINHAS AEREAS","PAM - 5920",21.12,28.12,25,15,0.6,8,0.32
"Domestic","MAP LINHAS AEREAS","PAM - 5921",21.1,36.66,29,27,0.93,10,0.34
"Domestic","MAP LINHAS AEREAS","PAM - 5922",-53.3,-44.44,27,0,0,0,0
"Domestic","MAP LINHAS AEREAS","PAM - 5924",-13.37,-1.46,112,52,0.46,24,0.21
"Domestic","MAP LINHAS AEREAS","PAM - 5925",-0.49,5.15,53,19,0.36,8,0.15
"Domestic","MAP LINHAS AEREAS","PAM - 5930",15.26,30,39,22,0.56,11,0.28
"Domestic","MAP LINHAS AEREAS","PAM - 5931",28.07,40.29,14,6,0.43,5,0.36
"Domestic","MAP LINHAS AEREAS","PAM - 5934",8.42,45.88,175,147,0.84,50,0.29
"Domestic","MAP LINHAS AEREAS","PAM - 5935",27.32,3.95,177,41,0.23,105,0.59
"Domestic","MAP LINHAS AEREAS","PAM - 5936",-20.38,-9.36,42,13,0.31,4,0.1
"Domestic","MAP LINHAS AEREAS","PAM - 5937",-14.61,-5.88,49,10,0.2,6,0.12
"Domestic","MAP LINHAS AEREAS","PAM - 5938",-110.62,-103.19,16,0,0,0,0
"Domestic","MAP LINHAS AEREAS","PAM - 5940",-50.67,-50.33,3,1,0.33,1,0.33
"Domestic","MAP LINHAS AEREAS","PAM - 5942",-45.98,-36.68,59,7,0.12,4,0.07
"Domestic","MAP LINHAS AEREAS","PAM - 5943",-31.47,-27,64,3,0.05,2,0.03
"Domestic","MAP LINHAS AEREAS","PAM - 5944",-42.07,15.81,27,18,0.67,4,0.15
"Domestic","MAP LINHAS AEREAS","PAM - 5945",-11.31,-33.78,32,2,0.06,13,0.41
"Domestic","MAP LINHAS AEREAS","PAM - 5948",-11.16,1.36,25,3,0.12,2,0.08
"Domestic","MAP LINHAS AEREAS","PAM - 5949",-14.57,-8.3,23,2,0.09,1,0.04
"Domestic","MAP LINHAS AEREAS","PAM - 5952",-25.98,-16.03,295,55,0.19,34,0.12
"Domestic","MAP LINHAS AEREAS","PAM - 5953",-16.9,-9.75,334,67,0.2,40,0.12
"Domestic","MAP LINHAS AEREAS","PAM - 5954",27.37,39.15,27,16,0.59,7,0.26
"Domestic","MAP LINHAS AEREAS","PAM - 5955",34.88,42.65,26,22,0.85,12,0.46
"Domestic","MAP LINHAS AEREAS","PAM - 5958",47.95,58.37,19,18,0.95,17,0.89
"Domestic","MAP LINHAS AEREAS","PAM - 5959",-20.5,-12.5,2,0,0,0,0
"Domestic","MAP LINHAS AEREAS","PAM - 5962",-8.76,1.82,17,3,0.18,0,0
"Domestic","MAP LINHAS AEREAS","PAM - 5963",2.33,10.67,3,2,0.67,0,0
"Domestic","MAP LINHAS AEREAS","PAM - 5964",21.2,34.95,44,30,0.68,15,0.34
"Domestic","MAP LINHAS AEREAS","PAM - 5965",35.5,42.69,26,19,0.73,15,0.58
"Domestic","TAM","TAM - 3000",0,0,315,0,0,0,0
"Domestic","TAM","TAM - 3001",0,0,423,0,0,0,0
"Domestic","TAM","TAM - 3002",0,0,434,0,0,0,0
"Domestic","TAM","TAM - 3003",0,0,437,0,0,0,0
"Domestic","TAM","TAM - 3004",0,0,528,0,0,0,0
"Domestic","TAM","TAM - 3005",-14.9,4.54,666,65,0.1,63,0.09
"Domestic","TAM","TAM - 3006",3.52,3.67,717,82,0.11,61,0.09
"Domestic","TAM","TAM - 3007",0,0,316,0,0,0,0
"Domestic","TAM","TAM - 3008",0,0,289,0,0,0,0
"Domestic","TAM","TAM - 3009",0,0,577,0,0,0,0
"Domestic","TAM","TAM - 3010",0,0,536,0,0,0,0
"Domestic","TAM","TAM - 3011",0,0,419,0,0,0,0
"Domestic","TAM","TAM - 3012",0,0,331,0,0,0,0
"Domestic","TAM","TAM - 3013",0,0,369,0,0,0,0
"Domestic","TAM","TAM - 3014",0,0,205,0,0,0,0
"Domestic","TAM","TAM - 3015",0,0,466,0,0,0,0
"Domestic","TAM","TAM - 3016",0,0,198,0,0,0,0
"Domestic","TAM","TAM - 3019",0,0,417,0,0,0,0
"Domestic","TAM","TAM - 3020",0,0,185,0,0,0,0
"Domestic","TAM","TAM - 3021",0,0,178,0,0,0,0
"Domestic","TAM","TAM - 3022",9.98,2.02,742,37,0.05,39,0.05
"Domestic","TAM","TAM - 3023",2.71,2.67,640,43,0.07,37,0.06
"Domestic","TAM","TAM - 3024",7.27,5.83,651,54,0.08,91,0.14
