"Flight.Type","Airline","Flight.No","AverageDepartureDelay","AverageArrivalDelay","TotalFlight","ArrivalDelayedFlight","ArrivalPercDelay","DepartureDelayedFlight","DeparturePercDelay"
"Domestic","TAM","TAM - 3025",13.75,4.69,754,74,0.1,121,0.16
"Domestic","TAM","TAM - 3026",7.85,6.26,411,44,0.11,68,0.17
"Domestic","TAM","TAM - 3027",4.38,5.11,755,81,0.11,55,0.07
"Domestic","TAM","TAM - 3028",-16.1,-1.2,865,87,0.1,76,0.09
"Domestic","TAM","TAM - 3029",3.2,3.07,882,68,0.08,67,0.08
"Domestic","TAM","TAM - 3030",5.48,5.12,765,80,0.1,87,0.11
"Domestic","TAM","TAM - 3031",0.67,0.03,116,5,0.04,4,0.03
"Domestic","TAM","TAM - 3036",0,0,622,0,0,0,0
"Domestic","TAM","TAM - 3037",5.95,5.73,131,22,0.17,24,0.18
"Domestic","TAM","TAM - 3044",3.47,2.64,477,22,0.05,31,0.06
"Domestic","TAM","TAM - 3045",3.4,3.32,380,26,0.07,24,0.06
"Domestic","TAM","TAM - 3046",0,0,103,0,0,0,0
"Domestic","TAM","TAM - 3047",-13.3,3.26,759,45,0.06,67,0.09
"Domestic","TAM","TAM - 3048",0,0,499,0,0,0,0
"Domestic","TAM","TAM - 3049",0,0,247,0,0,0,0
"Domestic","TAM","TAM - 3050",2.92,3.46,742,47,0.06,30,0.04
"Domestic","TAM","TAM - 3051",6.21,4.74,719,79,0.11,116,0.16
"Domestic","TAM","TAM - 3052",-5.16,-5.85,507,59,0.12,63,0.12
"Domestic","TAM","TAM - 3053",0,0,380,0,0,0,0
"Domestic","TAM","TAM - 3055",0,0,176,0,0,0,0
"Domestic","TAM","TAM - 3056",3.31,3.55,505,63,0.12,50,0.1
"Domestic","TAM","TAM - 3057",21.42,14.75,876,130,0.15,147,0.17
"Domestic","TAM","TAM - 3058",3.94,6.8,84,22,0.26,11,0.13
"Domestic","TAM","TAM - 3059",0,0,622,0,0,0,0
"Domestic","TAM","TAM - 3060",3.78,2.87,592,33,0.06,46,0.08
"Domestic","TAM","TAM - 3061",1.15,1.01,862,30,0.03,36,0.04
"Domestic","TAM","TAM - 3062",-1.47,4.41,876,108,0.12,139,0.16
"Domestic","TAM","TAM - 3064",0,0,66,0,0,0,0
"Domestic","TAM","TAM - 3065",0,0,65,0,0,0,0
"Domestic","TAM","TAM - 3066",-9.16,-10.73,868,151,0.17,206,0.24
"Domestic","TAM","TAM - 3067",3.6,2.64,870,43,0.05,87,0.1
"Domestic","TAM","TAM - 3069",9.72,7.72,68,12,0.18,16,0.24
"Domestic","TAM","TAM - 3070",-27.54,-28.45,761,47,0.06,68,0.09
"Domestic","TAM","TAM - 3071",4.72,3.35,814,66,0.08,109,0.13
"Domestic","TAM","TAM - 3072",2.75,2.35,330,19,0.06,20,0.06
"Domestic","TAM","TAM - 3073",87.13,79.4,239,139,0.58,25,0.1
"Domestic","TAM","TAM - 3074",4.34,7.81,267,51,0.19,23,0.09
"Domestic","TAM","TAM - 3075",0.47,-0.58,53,1,0.02,2,0.04
"Domestic","TAM","TAM - 3076",5.95,6.47,839,121,0.14,106,0.13
"Domestic","TAM","TAM - 3077",5.38,3.17,90,9,0.1,14,0.16
"Domestic","TAM","TAM - 3078",9.2,8.3,695,113,0.16,130,0.19
"Domestic","TAM","TAM - 3079",5.69,4.41,252,28,0.11,31,0.12
"Domestic","TAM","TAM - 3080",7.82,6.36,460,53,0.12,77,0.17
"Domestic","TAM","TAM - 3081",10.69,8.41,223,61,0.27,59,0.26
"Domestic","TAM","TAM - 3082",0,0,379,0,0,0,0
"Domestic","TAM","TAM - 3083",-0.55,-1.01,790,65,0.08,73,0.09
"Domestic","TAM","TAM - 3085",0,0,400,0,0,0,0
"Domestic","TAM","TAM - 3088",3.7,4.41,325,54,0.17,40,0.12
"Domestic","TAM","TAM - 3089",12.82,4.3,735,90,0.12,107,0.15
"Domestic","TAM","TAM - 3090",0,0,421,0,0,0,0
"Domestic","TAM","TAM - 3091",0,0,529,0,0,0,0
"Domestic","TAM","TAM - 3092",1.21,-1.86,63,3,0.05,4,0.06
"Domestic","TAM","TAM - 3093",4.51,4.67,97,8,0.08,7,0.07
"Domestic","TAM","TAM - 3094",8.26,7.68,110,19,0.17,17,0.15
"Domestic","TAM","TAM - 3095",2.26,0.52,265,10,0.04,17,0.06
"Domestic","TAM","TAM - 3096",4.33,3.58,239,23,0.1,29,0.12
"Domestic","TAM","TAM - 3097",1.91,-0.45,269,18,0.07,22,0.08
"Domestic","TAM","TAM - 3106",4.26,5.37,100,11,0.11,6,0.06
"Domestic","TAM","TAM - 3108",3.85,2.62,39,3,0.08,5,0.13
"Domestic","TAM","TAM - 3111",0,0,39,0,0,0,0
"Domestic","TAM","TAM - 3112",19.49,12.29,735,249,0.34,175,0.24
"Domestic","TAM","TAM - 3113",6.03,5.96,829,127,0.15,132,0.16
"Domestic","TAM","TAM - 3116",0.82,0.01,263,12,0.05,15,0.06
"Domestic","TAM","TAM - 3117",-49.13,-54.37,385,85,0.22,165,0.43
"Domestic","TAM","TAM - 3118",7.73,6.44,101,18,0.18,26,0.26
"Domestic","TAM","TAM - 3125",4.17,5.04,81,7,0.09,8,0.1
"Domestic","TAM","TAM - 3126",8.63,7.78,139,17,0.12,21,0.15
"Domestic","TAM","TAM - 3127",0,0,20,0,0,0,0
"Domestic","TAM","TAM - 3128",0,0,133,0,0,0,0
"Domestic","TAM","TAM - 3129",0,0,134,0,0,0,0
"Domestic","TAM","TAM - 3130",0,0,667,0,0,0,0
"Domestic","TAM","TAM - 3131",0,0,625,0,0,0,0
"Domestic","TAM","TAM - 3132",0,0,473,0,0,0,0
"Domestic","TAM","TAM - 3133",0,0,397,0,0,0,0
"Domestic","TAM","TAM - 3134",0,0,188,0,0,0,0
"Domestic","TAM","TAM - 3135",0,0,161,0,0,0,0
"Domestic","TAM","TAM - 3136",9.4,8.47,70,16,0.23,18,0.26
"Domestic","TAM","TAM - 3137",4.15,3.39,99,6,0.06,7,0.07
"Domestic","TAM","TAM - 3138",0,0,152,0,0,0,0
"Domestic","TAM","TAM - 3139",2.89,2.23,125,14,0.11,16,0.13
"Domestic","TAM","TAM - 3140",40.68,46.43,244,130,0.53,76,0.31
"Domestic","TAM","TAM - 3141",8.11,6.25,63,10,0.16,15,0.24
"Domestic","TAM","TAM - 3142",7.87,7.18,448,74,0.17,84,0.19
"Domestic","TAM","TAM - 3143",0.13,-0.26,360,12,0.03,11,0.03
"Domestic","TAM","TAM - 3144",5.04,4.37,268,34,0.13,35,0.13
"Domestic","TAM","TAM - 3145",6.17,5.44,275,29,0.11,34,0.12
"Domestic","TAM","TAM - 3146",2.14,2.07,58,3,0.05,4,0.07
"Domestic","TAM","TAM - 3147",3.75,4.23,639,56,0.09,45,0.07
"Domestic","TAM","TAM - 3148",6.93,5.85,850,96,0.11,128,0.15
"Domestic","TAM","TAM - 3149",8.03,6.59,92,7,0.08,11,0.12
"Domestic","TAM","TAM - 3150",-8.22,-14.85,810,73,0.09,52,0.06
"Domestic","TAM","TAM - 3151",4.92,3.9,916,116,0.13,147,0.16
"Domestic","TAM","TAM - 3152",6.59,4.65,237,21,0.09,34,0.14
"Domestic","TAM","TAM - 3153",4.99,4.94,268,24,0.09,22,0.08
"Domestic","TAM","TAM - 3154",4.82,4.83,316,40,0.13,43,0.14
"Domestic","TAM","TAM - 3155",3.78,5.05,311,45,0.14,23,0.07
"Domestic","TAM","TAM - 3156",0,0,539,0,0,0,0
"Domestic","TAM","TAM - 3157",0,0,547,0,0,0,0
"Domestic","TAM","TAM - 3158",0,0,162,0,0,0,0
"Domestic","TAM","TAM - 3159",0,0,119,0,0,0,0
"Domestic","TAM","TAM - 3162",0,0,327,0,0,0,0
"Domestic","TAM","TAM - 3163",2.17,2.47,664,42,0.06,34,0.05
"Domestic","TAM","TAM - 3164",10.78,11.22,23,5,0.22,4,0.17
"Domestic","TAM","TAM - 3165",4.34,6.27,128,29,0.23,16,0.12
"Domestic","TAM","TAM - 3166",0,0,659,0,0,0,0
"Domestic","TAM","TAM - 3167",7.32,7.51,216,30,0.14,26,0.12
"Domestic","TAM","TAM - 3168",0.25,15.52,891,166,0.19,157,0.18
"Domestic","TAM","TAM - 3169",8.77,7.61,892,147,0.16,178,0.2
"Domestic","TAM","TAM - 3170",2.02,1.31,313,38,0.12,43,0.14
"Domestic","TAM","TAM - 3171",6.06,5.81,286,31,0.11,36,0.13
"Domestic","TAM","TAM - 3172",3.99,3.41,111,5,0.05,6,0.05
"Domestic","TAM","TAM - 3173",2.54,2.64,729,51,0.07,43,0.06
"Domestic","TAM","TAM - 3174",-47.08,-20.94,496,123,0.25,122,0.25
"Domestic","TAM","TAM - 3175",4,3.02,244,21,0.09,32,0.13
"Domestic","TAM","TAM - 3176",6.83,5.79,24,3,0.12,4,0.17
"Domestic","TAM","TAM - 3177",3.71,3.04,24,2,0.08,2,0.08
"Domestic","TAM","TAM - 3178",-11.04,-0.44,868,181,0.21,172,0.2
"Domestic","TAM","TAM - 3179",3.09,2.11,819,53,0.06,84,0.1
"Domestic","TAM","TAM - 3180",17.44,5.96,616,103,0.17,124,0.2
"Domestic","TAM","TAM - 3181",0.29,2.27,633,87,0.14,33,0.05
"Domestic","TAM","TAM - 3182",-2.53,-3.36,533,108,0.2,129,0.24
"Domestic","TAM","TAM - 3183",1.13,0.66,649,36,0.06,36,0.06
"Domestic","TAM","TAM - 3184",-17.86,-19.64,874,81,0.09,105,0.12
"Domestic","TAM","TAM - 3185",11.78,5.07,874,118,0.14,132,0.15
"Domestic","TAM","TAM - 3186",6.51,4.86,839,112,0.13,151,0.18
"Domestic","TAM","TAM - 3187",14.11,13.76,812,79,0.1,84,0.1
"Domestic","TAM","TAM - 3188",4.66,4.08,845,91,0.11,100,0.12
"Domestic","TAM","TAM - 3189",-9.94,-26.47,817,88,0.11,110,0.13
"Domestic","TAM","TAM - 3190",3.16,2.71,255,18,0.07,26,0.1
"Domestic","TAM","TAM - 3191",4.45,4,369,37,0.1,41,0.11
"Domestic","TAM","TAM - 3192",4.2,3.34,271,19,0.07,28,0.1
"Domestic","TAM","TAM - 3193",4.83,4.61,271,37,0.14,36,0.13
"Domestic","TAM","TAM - 3194",4.79,3.93,371,22,0.06,28,0.08
"Domestic","TAM","TAM - 3195",2.14,1.42,367,22,0.06,21,0.06
"Domestic","TAM","TAM - 3196",4.48,4.07,316,35,0.11,38,0.12
"Domestic","TAM","TAM - 3197",4.87,3.7,754,76,0.1,96,0.13
"Domestic","TAM","TAM - 3198",-2.35,-1.27,793,138,0.17,101,0.13
"Domestic","TAM","TAM - 3199",-8.45,-17.57,751,50,0.07,69,0.09
"Domestic","TAM","TAM - 3200",6.08,5.19,73,13,0.18,11,0.15
"Domestic","TAM","TAM - 3201",0,0,294,0,0,0,0
"Domestic","TAM","TAM - 3202",0,0,339,0,0,0,0
"Domestic","TAM","TAM - 3203",0,0,635,0,0,0,0
"Domestic","TAM","TAM - 3204",0,0,96,0,0,0,0
"Domestic","TAM","TAM - 3205",0,0,86,0,0,0,0
"Domestic","TAM","TAM - 3206",4.57,4.19,74,12,0.16,11,0.15
"Domestic","TAM","TAM - 3207",5.3,4.94,162,21,0.13,21,0.13
"Domestic","TAM","TAM - 3209",-1.51,-2.3,170,10,0.06,13,0.08
"Domestic","TAM","TAM - 3210",0,0,480,0,0,0,0
"Domestic","TAM","TAM - 3211",0.01,0.04,435,1,0,1,0
"Domestic","TAM","TAM - 3212",3.11,3.09,294,20,0.07,16,0.05
"Domestic","TAM","TAM - 3213",0,0,476,0,0,0,0
"Domestic","TAM","TAM - 3214",0,0,31,0,0,0,0
"Domestic","TAM","TAM - 3215",4.2,2.1,10,0,0,2,0.2
"Domestic","TAM","TAM - 3216",0,0,111,0,0,0,0
"Domestic","TAM","TAM - 3217",0,0,235,0,0,0,0
"Domestic","TAM","TAM - 3218",5.01,3.59,773,71,0.09,115,0.15
"Domestic","TAM","TAM - 3219",1.38,0.82,40,2,0.05,2,0.05
"Domestic","TAM","TAM - 3220",0,0,413,0,0,0,0
"Domestic","TAM","TAM - 3221",0,0,601,0,0,0,0
"Domestic","TAM","TAM - 3222",0,0,326,0,0,0,0
"Domestic","TAM","TAM - 3223",0,0,423,0,0,0,0
"Domestic","TAM","TAM - 3224",0,0,150,0,0,0,0
"Domestic","TAM","TAM - 3225",0,0,226,0,0,0,0
"Domestic","TAM","TAM - 3226",0,0,457,0,0,0,0
"Domestic","TAM","TAM - 3228",0,0,396,0,0,0,0
"Domestic","TAM","TAM - 3231",2.41,1.84,699,46,0.07,62,0.09
"Domestic","TAM","TAM - 3232",4.11,2.73,209,14,0.07,27,0.13
"Domestic","TAM","TAM - 3233",4.12,3.57,258,33,0.13,32,0.12
"Domestic","TAM","TAM - 3234",6.37,6.46,71,11,0.15,10,0.14
"Domestic","TAM","TAM - 3236",8.29,7.29,35,7,0.2,7,0.2
"Domestic","TAM","TAM - 3237",4.73,4.48,578,63,0.11,76,0.13
"Domestic","TAM","TAM - 3240",14.64,14.59,808,124,0.15,132,0.16
"Domestic","TAM","TAM - 3243",1.74,1.06,100,4,0.04,5,0.05
"Domestic","TAM","TAM - 3246",6.71,7.4,99,17,0.17,12,0.12
"Domestic","TAM","TAM - 3247",7.96,6.85,71,12,0.17,18,0.25
"Domestic","TAM","TAM - 3248",4.49,2.78,68,5,0.07,10,0.15
"Domestic","TAM","TAM - 3249",2.04,0.09,68,4,0.06,5,0.07
"Domestic","TAM","TAM - 3250",6.92,5.55,380,42,0.11,55,0.14
"Domestic","TAM","TAM - 3251",6.38,6.31,382,61,0.16,61,0.16
"Domestic","TAM","TAM - 3252",3.07,3.61,676,65,0.1,46,0.07
"Domestic","TAM","TAM - 3253",0,0,104,0,0,0,0
"Domestic","TAM","TAM - 3254",1.38,1.16,119,5,0.04,5,0.04
"Domestic","TAM","TAM - 3255",0,0,141,0,0,0,0
"Domestic","TAM","TAM - 3256",0,0,98,0,0,0,0
"Domestic","TAM","TAM - 3257",9.49,7.1,707,116,0.16,174,0.25
"Domestic","TAM","TAM - 3258",2.74,4.23,205,34,0.17,19,0.09
"Domestic","TAM","TAM - 3259",3.43,4.95,768,113,0.15,71,0.09
"Domestic","TAM","TAM - 3261",5.87,5.38,377,65,0.17,70,0.19
"Domestic","TAM","TAM - 3262",-12.26,6.01,741,92,0.12,66,0.09
"Domestic","TAM","TAM - 3263",-18.75,-1.53,737,75,0.1,86,0.12
"Domestic","TAM","TAM - 3264",15.81,8.46,745,163,0.22,168,0.23
"Domestic","TAM","TAM - 3265",1.55,0.72,133,6,0.05,8,0.06
"Domestic","TAM","TAM - 3266",6.76,5.7,309,39,0.13,55,0.18
"Domestic","TAM","TAM - 3267",3,-0.22,278,18,0.06,34,0.12
"Domestic","TAM","TAM - 3268",6.5,5.35,355,48,0.14,50,0.14
"Domestic","TAM","TAM - 3269",0,0,21,0,0,0,0
"Domestic","TAM","TAM - 3272",5.72,5.79,123,16,0.13,15,0.12
"Domestic","TAM","TAM - 3273",2.39,2.78,119,10,0.08,8,0.07
"Domestic","TAM","TAM - 3278",35.89,29.2,690,152,0.22,107,0.16
"Domestic","TAM","TAM - 3279",3.1,2.27,755,51,0.07,70,0.09
"Domestic","TAM","TAM - 3282",1.05,0.94,112,5,0.04,5,0.04
"Domestic","TAM","TAM - 3284",160.33,156.67,3,1,0.33,2,0.67
"Domestic","TAM","TAM - 3286",5.24,6.5,34,6,0.18,4,0.12
"Domestic","TAM","TAM - 3287",-2.22,-2.28,18,1,0.06,1,0.06
"Domestic","TAM","TAM - 3288",-26.81,-5.69,608,47,0.08,46,0.08
"Domestic","TAM","TAM - 3289",-1.03,20.72,591,86,0.15,91,0.15
"Domestic","TAM","TAM - 3291",3.39,2.95,101,10,0.1,12,0.12
"Domestic","TAM","TAM - 3292",2.06,2.19,100,10,0.1,9,0.09
"Domestic","TAM","TAM - 3293",3.89,4.15,695,86,0.12,72,0.1
"Domestic","TAM","TAM - 3294",0.5,0.3,228,6,0.03,5,0.02
"Domestic","TAM","TAM - 3295",3.56,4.13,812,241,0.3,219,0.27
"Domestic","TAM","TAM - 3296",-17.56,-13.08,898,193,0.21,130,0.14
"Domestic","TAM","TAM - 3297",29.15,16.59,837,150,0.18,50,0.06
"Domestic","TAM","TAM - 3299",6.24,6.6,748,150,0.2,135,0.18
"Domestic","TAM","TAM - 3300",0.94,0.3,640,36,0.06,45,0.07
"Domestic","TAM","TAM - 3301",20.46,19.57,878,104,0.12,115,0.13
"Domestic","TAM","TAM - 3302",13.57,12.67,886,129,0.15,151,0.17
"Domestic","TAM","TAM - 3303",-3.05,-3.3,733,43,0.06,46,0.06
"Domestic","TAM","TAM - 3304",9.54,6.95,626,77,0.12,104,0.17
"Domestic","TAM","TAM - 3305",-2.86,-8.8,940,151,0.16,138,0.15
"Domestic","TAM","TAM - 3306",-7.55,-4.04,2159,215,0.1,211,0.1
"Domestic","TAM","TAM - 3307",18.92,9.82,2274,274,0.12,306,0.13
"Domestic","TAM","TAM - 3310",3.93,4.01,228,26,0.11,27,0.12
"Domestic","TAM","TAM - 3311",-0.02,-2.31,271,7,0.03,13,0.05
"Domestic","TAM","TAM - 3312",-7.02,-1.43,875,127,0.15,165,0.19
"Domestic","TAM","TAM - 3313",-12.94,1.66,886,69,0.08,64,0.07
"Domestic","TAM","TAM - 3314",7.38,8.29,131,28,0.21,21,0.16
"Domestic","TAM","TAM - 3315",0,0,99,0,0,0,0
"Domestic","TAM","TAM - 3316",11.43,13.09,528,194,0.37,149,0.28
"Domestic","TAM","TAM - 3317",0,0,280,0,0,0,0
"Domestic","TAM","TAM - 3318",0,0,337,0,0,0,0
"Domestic","TAM","TAM - 3319",0.05,-0.64,242,20,0.08,18,0.07
"Domestic","TAM","TAM - 3320",29.68,20.71,874,97,0.11,136,0.16
"Domestic","TAM","TAM - 3321",31.14,21.89,862,119,0.14,141,0.16
"Domestic","TAM","TAM - 3322",7.54,6.98,258,40,0.16,40,0.16
"Domestic","TAM","TAM - 3323",0.54,2.96,268,37,0.14,14,0.05
"Domestic","TAM","TAM - 3324",-14.58,-4.18,1110,246,0.22,327,0.29
"Domestic","TAM","TAM - 3325",1.83,0.86,853,30,0.04,42,0.05
"Domestic","TAM","TAM - 3326",12.53,4.26,899,81,0.09,140,0.16
"Domestic","TAM","TAM - 3327",5.58,4.7,594,66,0.11,86,0.14
"Domestic","TAM","TAM - 3328",-17.5,-16.58,818,85,0.1,58,0.07
"Domestic","TAM","TAM - 3329",7.9,7.29,308,60,0.19,63,0.2
"Domestic","TAM","TAM - 3330",3.07,2.36,276,22,0.08,24,0.09
"Domestic","TAM","TAM - 3331",3.55,3.85,759,93,0.12,87,0.11
"Domestic","TAM","TAM - 3332",5.35,9.72,817,134,0.16,107,0.13
"Domestic","TAM","TAM - 3333",10.73,12.85,818,277,0.34,176,0.22
"Domestic","TAM","TAM - 3334",2.19,5.01,882,142,0.16,38,0.04
"Domestic","TAM","TAM - 3335",-24.95,-9.68,856,174,0.2,162,0.19
"Domestic","TAM","TAM - 3336",-4.58,4.79,800,230,0.29,202,0.25
"Domestic","TAM","TAM - 3337",4.49,3.95,766,85,0.11,106,0.14
"Domestic","TAM","TAM - 3338",10.96,5.03,1116,119,0.11,162,0.15
"Domestic","TAM","TAM - 3342",-16.3,-19.5,794,88,0.11,118,0.15
"Domestic","TAM","TAM - 3345",-9.58,-13.41,893,160,0.18,284,0.32
"Domestic","TAM","TAM - 3346",2.43,2.12,252,12,0.05,15,0.06
"Domestic","TAM","TAM - 3347",4.98,2.55,261,13,0.05,34,0.13
"Domestic","TAM","TAM - 3348",3.73,3.22,227,17,0.07,23,0.1
"Domestic","TAM","TAM - 3349",12.75,4.69,851,110,0.13,95,0.11
"Domestic","TAM","TAM - 3350",6.15,3.6,149,14,0.09,23,0.15
"Domestic","TAM","TAM - 3351",-8.2,-7.04,627,61,0.1,41,0.07
"Domestic","TAM","TAM - 3352",-14.5,-13.78,605,172,0.28,157,0.26
"Domestic","TAM","TAM - 3353",21.19,2.09,648,55,0.08,66,0.1
"Domestic","TAM","TAM - 3354",5.66,4.06,53,4,0.08,8,0.15
"Domestic","TAM","TAM - 3355",7.06,8.79,90,26,0.29,21,0.23
"Domestic","TAM","TAM - 3356",5.87,6.58,855,162,0.19,137,0.16
"Domestic","TAM","TAM - 3357",9.72,9.05,763,189,0.25,206,0.27
"Domestic","TAM","TAM - 3358",7.95,7.21,712,155,0.22,166,0.23
"Domestic","TAM","TAM - 3359",1.39,0.95,734,59,0.08,51,0.07
"Domestic","TAM","TAM - 3360",7.23,6.94,879,131,0.15,154,0.18
"Domestic","TAM","TAM - 3361",31.69,4.22,198,32,0.16,18,0.09
"Domestic","TAM","TAM - 3362",6.46,11.16,833,276,0.33,128,0.15
"Domestic","TAM","TAM - 3363",0.02,0.08,127,2,0.02,1,0.01
"Domestic","TAM","TAM - 3364",3.78,3.31,582,64,0.11,70,0.12
"Domestic","TAM","TAM - 3365",2.01,2.39,170,12,0.07,12,0.07
"Domestic","TAM","TAM - 3366",0,0,72,0,0,0,0
"Domestic","TAM","TAM - 3367",0,0,610,0,0,0,0
"Domestic","TAM","TAM - 3368",4.32,3.95,87,12,0.14,13,0.15
"Domestic","TAM","TAM - 3370",9.74,14.86,35,16,0.46,9,0.26
"Domestic","TAM","TAM - 3371",6.95,6.71,133,24,0.18,26,0.2
"Domestic","TAM","TAM - 3372",6.21,5.72,307,38,0.12,44,0.14
"Domestic","TAM","TAM - 3373",3.71,4.44,227,36,0.16,30,0.13
"Domestic","TAM","TAM - 3374",5.48,4.88,293,43,0.15,48,0.16
"Domestic","TAM","TAM - 3375",7.21,7.5,866,164,0.19,150,0.17
"Domestic","TAM","TAM - 3376",0.3,0.29,572,6,0.01,6,0.01
"Domestic","TAM","TAM - 3377",0,0,645,0,0,0,0
"Domestic","TAM","TAM - 3378",0,0,1199,0,0,0,0
"Domestic","TAM","TAM - 3379",-0.68,-2.71,737,44,0.06,59,0.08
"Domestic","TAM","TAM - 3384",2.13,1.42,67,2,0.03,7,0.1
"Domestic","TAM","TAM - 3385",4.05,4.49,276,32,0.12,26,0.09
"Domestic","TAM","TAM - 3386",-10.8,-11.74,850,126,0.15,163,0.19
"Domestic","TAM","TAM - 3387",2.4,1.94,845,38,0.04,51,0.06
"Domestic","TAM","TAM - 3390",17.03,8.87,648,155,0.24,140,0.22
"Domestic","TAM","TAM - 3391",8.67,6.74,640,107,0.17,145,0.23
"Domestic","TAM","TAM - 3392",4.38,4.2,382,53,0.14,53,0.14
"Domestic","TAM","TAM - 3393",1.87,0.74,396,13,0.03,17,0.04
"Domestic","TAM","TAM - 3394",6.37,7.72,629,123,0.2,86,0.14
"Domestic","TAM","TAM - 3395",4.94,3.76,618,91,0.15,94,0.15
"Domestic","TAM","TAM - 3396",7.81,10.73,348,94,0.27,59,0.17
"Domestic","TAM","TAM - 3397",12.48,18.29,332,128,0.39,79,0.24
"Domestic","TAM","TAM - 3398",9.06,7.33,606,126,0.21,161,0.27
"Domestic","TAM","TAM - 3399",2.2,2.04,348,14,0.04,15,0.04
"Domestic","TAM","TAM - 3400",4.83,3.98,199,14,0.07,23,0.12
"Domestic","TAM","TAM - 3401",-0.83,-2.28,94,3,0.03,2,0.02
"Domestic","TAM","TAM - 3402",1.37,0.95,19,1,0.05,1,0.05
"Domestic","TAM","TAM - 3403",0.04,-0.92,53,1,0.02,2,0.04
"Domestic","TAM","TAM - 3404",15.95,15.64,193,54,0.28,63,0.33
"Domestic","TAM","TAM - 3405",13.88,15.04,208,37,0.18,29,0.14
"Domestic","TAM","TAM - 3406",0.95,-2.98,239,9,0.04,22,0.09
"Domestic","TAM","TAM - 3407",7.55,5.15,232,21,0.09,28,0.12
"Domestic","TAM","TAM - 3410",4.76,3.11,718,74,0.1,91,0.13
"Domestic","TAM","TAM - 3411",4.27,4.82,874,125,0.14,95,0.11
"Domestic","TAM","TAM - 3412",1.88,3.97,66,8,0.12,4,0.06
"Domestic","TAM","TAM - 3413",7.5,7.53,752,124,0.16,117,0.16
"Domestic","TAM","TAM - 3414",-20,-2.26,823,154,0.19,127,0.15
"Domestic","TAM","TAM - 3415",7.23,7,756,143,0.19,155,0.21
"Domestic","TAM","TAM - 3416",5.88,5.26,270,33,0.12,41,0.15
"Domestic","TAM","TAM - 3417",5.44,4.54,114,14,0.12,19,0.17
"Domestic","TAM","TAM - 3418",-26.58,6.54,400,62,0.16,115,0.29
"Domestic","TAM","TAM - 3419",2.81,2.95,554,47,0.08,33,0.06
"Domestic","TAM","TAM - 3420",7.08,6.5,560,93,0.17,111,0.2
"Domestic","TAM","TAM - 3421",7.39,6.22,563,68,0.12,81,0.14
"Domestic","TAM","TAM - 3422",8.29,6.99,107,18,0.17,26,0.24
"Domestic","TAM","TAM - 3423",10.46,9.63,67,5,0.07,9,0.13
"Domestic","TAM","TAM - 3424",3.8,-0.1,218,24,0.11,28,0.13
"Domestic","TAM","TAM - 3425",2.37,0.14,135,8,0.06,10,0.07
"Domestic","TAM","TAM - 3426",13.94,13.42,36,11,0.31,10,0.28
"Domestic","TAM","TAM - 3427",15.53,14.5,36,8,0.22,12,0.33
"Domestic","TAM","TAM - 3428",8.93,7.23,57,4,0.07,9,0.16
"Domestic","TAM","TAM - 3429",6.98,7.08,127,17,0.13,12,0.09
"Domestic","TAM","TAM - 3430",3.97,3.32,295,18,0.06,28,0.09
"Domestic","TAM","TAM - 3431",4.67,3.94,293,30,0.1,36,0.12
"Domestic","TAM","TAM - 3432",7.16,6.25,276,26,0.09,32,0.12
"Domestic","TAM","TAM - 3433",7.73,5.73,284,42,0.15,46,0.16
"Domestic","TAM","TAM - 3434",4.14,3.31,545,54,0.1,73,0.13
"Domestic","TAM","TAM - 3435",9.35,8.43,561,131,0.23,151,0.27
"Domestic","TAM","TAM - 3438",4.16,2.68,556,39,0.07,59,0.11
"Domestic","TAM","TAM - 3439",2.73,0.57,479,28,0.06,46,0.1
"Domestic","TAM","TAM - 3444",4.45,3.77,631,69,0.11,72,0.11
"Domestic","TAM","TAM - 3445",25.69,18.27,684,153,0.22,126,0.18
"Domestic","TAM","TAM - 3446",8.18,8.69,1256,281,0.22,266,0.21
"Domestic","TAM","TAM - 3447",8.65,8.74,1095,243,0.22,232,0.21
"Domestic","TAM","TAM - 3448",3.75,3.83,338,40,0.12,34,0.1
"Domestic","TAM","TAM - 3449",4.68,1.83,345,27,0.08,46,0.13
"Domestic","TAM","TAM - 3450",8.06,9.9,212,51,0.24,43,0.2
"Domestic","TAM","TAM - 3451",5.02,2.97,249,18,0.07,36,0.14
"Domestic","TAM","TAM - 3452",5.37,3.13,30,2,0.07,6,0.2
"Domestic","TAM","TAM - 3453",0.1,0.08,111,1,0.01,1,0.01
"Domestic","TAM","TAM - 3454",3.97,4.47,218,27,0.12,22,0.1
"Domestic","TAM","TAM - 3455",5.34,3.76,122,8,0.07,17,0.14
"Domestic","TAM","TAM - 3456",0,0,74,0,0,0,0
"Domestic","TAM","TAM - 3457",5.3,4.93,703,109,0.16,120,0.17
"Domestic","TAM","TAM - 3458",4.35,5.51,75,12,0.16,8,0.11
"Domestic","TAM","TAM - 3459",3.2,3.68,44,5,0.11,5,0.11
"Domestic","TAM","TAM - 3460",3.74,3.17,775,53,0.07,75,0.1
"Domestic","TAM","TAM - 3461",-13.31,3.64,768,75,0.1,69,0.09
"Domestic","TAM","TAM - 3462",-11.33,3.83,857,91,0.11,77,0.09
"Domestic","TAM","TAM - 3463",-10.85,5.41,829,129,0.16,112,0.14
"Domestic","TAM","TAM - 3464",5.17,4.59,770,84,0.11,113,0.15
