"Flight.Type","Airline","Flight.No","TotalFlight"
"Regional","GOL","GLO - 5865",6
"Regional","GOL","GLO - 5866",11
"Regional","GOL","GLO - 5868",2
"Regional","GOL","GLO - 5869",2
"Regional","GOL","GLO - 5870",2
"Regional","GOL","GLO - 5871",2
"Regional","GOL","GLO - 5872",3
"Regional","GOL","GLO - 5874",42
"Regional","GOL","GLO - 5875",5
"Regional","GOL","GLO - 5876",57
"Regional","GOL","GLO - 5877",3
"Regional","GOL","GLO - 5879",3
"Regional","GOL","GLO - 5887",37
"Regional","GOL","GLO - 5889",47
"Regional","GOL","GLO - 5890",57
"Regional","GOL","GLO - 5891",79
"Regional","GOL","GLO - 5898",78
"Regional","GOL","GLO - 5899",21
"Regional","GOL","GLO - 6600",1
"Regional","GOL","GLO - 6601",6
"Regional","GOL","GLO - 6602",15
"Regional","GOL","GLO - 6603",15
"Regional","GOL","GLO - 6605",11
"Regional","GOL","GLO - 6606",3
"Regional","GOL","GLO - 6607",14
"Regional","GOL","GLO - 6608",6
"Regional","GOL","GLO - 6609",5
"Regional","GOL","GLO - 6610",6
"Regional","GOL","GLO - 6611",2
"Regional","GOL","GLO - 6612",3
"Regional","GOL","GLO - 6613",2
"Regional","GOL","GLO - 6614",3
"Regional","GOL","GLO - 6615",28
"Regional","GOL","GLO - 6616",4
"Regional","GOL","GLO - 6617",2
"Regional","GOL","GLO - 6618",6
"Regional","GOL","GLO - 6619",8
"Regional","GOL","GLO - 6620",9
"Regional","GOL","GLO - 6621",5
"Regional","GOL","GLO - 6623",7
"Regional","GOL","GLO - 6624",1
"Regional","GOL","GLO - 6625",2
"Regional","GOL","GLO - 6626",5
"Regional","GOL","GLO - 6627",5
"Regional","GOL","GLO - 6628",29
"Regional","GOL","GLO - 6629",20
"Regional","GOL","GLO - 6630",1
"Regional","GOL","GLO - 6633",11
"Regional","GOL","GLO - 6634",3
"Regional","GOL","GLO - 6635",3
"Regional","GOL","GLO - 6636",8
"Regional","GOL","GLO - 6637",3
"Regional","GOL","GLO - 6638",18
"Regional","GOL","GLO - 6639",4
"Regional","GOL","GLO - 6640",6
"Regional","GOL","GLO - 6641",3
"Regional","GOL","GLO - 6642",6
"Regional","GOL","GLO - 6643",2
"Regional","GOL","GLO - 6644",30
"Regional","GOL","GLO - 6645",2
"Regional","GOL","GLO - 6646",1
"Regional","GOL","GLO - 6647",8
"Regional","GOL","GLO - 6648",4
"Regional","GOL","GLO - 6649",7
"Regional","GOL","GLO - 6650",1
"Regional","GOL","GLO - 6651",5
"Regional","GOL","GLO - 6653",34
"Regional","GOL","GLO - 6654",39
"Regional","GOL","GLO - 6655",1
"Regional","GOL","GLO - 6656",37
"Regional","GOL","GLO - 6657",35
"Regional","GOL","GLO - 6659",2
"Regional","GOL","GLO - 6660",93
"Regional","GOL","GLO - 6661",4
"Regional","GOL","GLO - 6662",19
"Regional","GOL","GLO - 6663",3
"Regional","GOL","GLO - 6665",81
"Regional","GOL","GLO - 6666",6
"Regional","GOL","GLO - 6667",4
"Regional","GOL","GLO - 6668",14
"Regional","GOL","GLO - 6669",17
"Regional","GOL","GLO - 6670",3
"Regional","GOL","GLO - 6671",2
"Regional","GOL","GLO - 6672",5
"Regional","GOL","GLO - 6673",3
"Regional","GOL","GLO - 6674",1
"Regional","GOL","GLO - 6675",6
"Regional","GOL","GLO - 6676",5
"Regional","GOL","GLO - 6677",17
"Regional","GOL","GLO - 6678",39
"Regional","GOL","GLO - 6679",6
"Regional","GOL","GLO - 6680",1
"Regional","GOL","GLO - 6681",1
"Regional","GOL","GLO - 6682",3
"Regional","GOL","GLO - 6684",5
"Regional","GOL","GLO - 6685",18
"Regional","GOL","GLO - 6686",6
"Regional","GOL","GLO - 6687",6
"Regional","GOL","GLO - 6688",3
"Regional","GOL","GLO - 6689",7
"Regional","GOL","GLO - 6690",5
"Regional","GOL","GLO - 6691",7
"Regional","GOL","GLO - 6692",2
"Regional","GOL","GLO - 6694",22
"Regional","GOL","GLO - 6695",68
"Regional","GOL","GLO - 6696",2
"Regional","GOL","GLO - 6697",16
"Regional","GOL","GLO - 6698",8
"Regional","GOL","GLO - 6700",25
"Regional","GOL","GLO - 6701",12
"Regional","GOL","GLO - 6702",10
"Regional","GOL","GLO - 6703",5
"Regional","GOL","GLO - 6704",6
"Regional","GOL","GLO - 6705",4
"Regional","GOL","GLO - 6707",21
"Regional","GOL","GLO - 6708",4
"Regional","GOL","GLO - 6709",3
"Regional","GOL","GLO - 6710",12
"Regional","GOL","GLO - 6711",3
"Regional","GOL","GLO - 6712",6
"Regional","GOL","GLO - 6713",7
"Regional","GOL","GLO - 6714",1
"Regional","GOL","GLO - 6715",8
"Regional","GOL","GLO - 6716",2
"Regional","GOL","GLO - 6717",1
"Regional","GOL","GLO - 6718",6
"Regional","GOL","GLO - 6719",8
"Regional","GOL","GLO - 6720",5
"Regional","GOL","GLO - 6721",43
"Regional","GOL","GLO - 6722",1
"Regional","GOL","GLO - 6723",6
"Regional","GOL","GLO - 6724",2
"Regional","GOL","GLO - 6725",4
"Regional","GOL","GLO - 6726",3
"Regional","GOL","GLO - 6727",4
"Regional","GOL","GLO - 6728",6
"Regional","GOL","GLO - 6729",30
"Regional","GOL","GLO - 6730",4
"Regional","GOL","GLO - 6731",52
"Regional","GOL","GLO - 6732",4
"Regional","GOL","GLO - 6733",5
"Regional","GOL","GLO - 6734",2
"Regional","GOL","GLO - 6735",6
"Regional","GOL","GLO - 6736",4
"Regional","GOL","GLO - 6737",57
"Regional","GOL","GLO - 6738",3
"Regional","GOL","GLO - 6739",2
"Regional","GOL","GLO - 6740",2
"Regional","GOL","GLO - 6741",4
"Regional","GOL","GLO - 6742",9
"Regional","GOL","GLO - 6743",3
"Regional","GOL","GLO - 6744",3
"Regional","GOL","GLO - 6745",30
"Regional","GOL","GLO - 6746",2
"Regional","GOL","GLO - 6747",2
"Regional","GOL","GLO - 6748",4
"Regional","GOL","GLO - 6749",4
"Regional","GOL","GLO - 6750",2
"Regional","GOL","GLO - 6751",5
"Regional","GOL","GLO - 6752",32
"Regional","GOL","GLO - 6753",32
"Regional","GOL","GLO - 6754",4
"Regional","GOL","GLO - 6755",18
"Regional","GOL","GLO - 6757",1
"Regional","GOL","GLO - 6758",2
"Regional","GOL","GLO - 6762",3
"Regional","GOL","GLO - 6763",4
"Regional","GOL","GLO - 6764",20
"Regional","GOL","GLO - 6765",2
"Regional","GOL","GLO - 6766",2
"Regional","GOL","GLO - 6767",2
"Regional","GOL","GLO - 6768",7
"Regional","GOL","GLO - 6769",6
"Regional","GOL","GLO - 6770",1
"Regional","GOL","GLO - 6771",3
"Regional","GOL","GLO - 6772",53
"Regional","GOL","GLO - 6773",1
"Regional","GOL","GLO - 6774",6
"Regional","GOL","GLO - 6775",16
"Regional","GOL","GLO - 6776",1
"Regional","GOL","GLO - 6777",3
"Regional","GOL","GLO - 6778",3
"Regional","GOL","GLO - 6779",6
"Regional","GOL","GLO - 6780",6
"Regional","GOL","GLO - 6781",19
"Regional","GOL","GLO - 6782",10
"Regional","GOL","GLO - 6783",1
"Regional","GOL","GLO - 6784",4
"Regional","GOL","GLO - 6786",5
"Regional","GOL","GLO - 6787",4
"Regional","GOL","GLO - 6789",4
"Regional","GOL","GLO - 6790",7
"Regional","GOL","GLO - 6791",1
"Regional","GOL","GLO - 6792",5
"Regional","GOL","GLO - 6793",9
"Regional","GOL","GLO - 6794",8
"Regional","GOL","GLO - 6795",7
"Regional","GOL","GLO - 6796",6
"Regional","GOL","GLO - 6797",9
"Regional","GOL","GLO - 6798",11
"Regional","GOL","GLO - 6799",2
"Regional","GOL","GLO - 6800",3
"Regional","GOL","GLO - 6802",15
"Regional","GOL","GLO - 6803",2
"Regional","GOL","GLO - 6804",13
"Regional","GOL","GLO - 6805",1
"Regional","GOL","GLO - 6806",17
"Regional","GOL","GLO - 6807",5
"Regional","GOL","GLO - 6808",28
"Regional","GOL","GLO - 6810",2
"Regional","GOL","GLO - 6811",5
"Regional","GOL","GLO - 6812",5
"Regional","GOL","GLO - 6814",3
"Regional","GOL","GLO - 6815",2
"Regional","GOL","GLO - 6816",4
"Regional","GOL","GLO - 6817",29
"Regional","GOL","GLO - 6818",9
"Regional","GOL","GLO - 6819",15
"Regional","GOL","GLO - 6820",21
"Regional","GOL","GLO - 6821",7
"Regional","GOL","GLO - 6822",23
"Regional","GOL","GLO - 6823",15
"Regional","GOL","GLO - 6824",8
"Regional","GOL","GLO - 6825",6
"Regional","GOL","GLO - 6826",5
"Regional","GOL","GLO - 6827",9
"Regional","GOL","GLO - 6828",9
"Regional","GOL","GLO - 6829",2
"Regional","GOL","GLO - 6830",4
"Regional","GOL","GLO - 6831",18
"Regional","GOL","GLO - 6832",4
"Regional","GOL","GLO - 6833",2
"Regional","GOL","GLO - 6834",7
"Regional","GOL","GLO - 6835",6
"Regional","GOL","GLO - 6836",19
"Regional","GOL","GLO - 6837",3
"Regional","GOL","GLO - 6838",12
"Regional","GOL","GLO - 6839",2
"Regional","GOL","GLO - 6842",11
"Regional","GOL","GLO - 6843",12
"Regional","GOL","GLO - 6844",31
"Regional","GOL","GLO - 6845",3
"Regional","GOL","GLO - 6846",14
"Regional","GOL","GLO - 6847",12
"Regional","GOL","GLO - 6849",1
"Regional","GOL","GLO - 6850",2
"Regional","GOL","GLO - 6851",2
"Regional","GOL","GLO - 6852",10
"Regional","GOL","GLO - 6853",44
"Regional","GOL","GLO - 6854",10
"Regional","GOL","GLO - 6855",11
"Regional","GOL","GLO - 6856",2
"Regional","GOL","GLO - 6857",12
"Regional","GOL","GLO - 6858",5
"Regional","GOL","GLO - 6859",7
"Regional","GOL","GLO - 6860",11
"Regional","GOL","GLO - 6863",13
"Regional","GOL","GLO - 6864",5
"Regional","GOL","GLO - 6865",8
"Regional","GOL","GLO - 6866",62
"Regional","GOL","GLO - 6867",15
"Regional","GOL","GLO - 6868",40
"Regional","GOL","GLO - 6869",9
"Regional","GOL","GLO - 6870",3
"Regional","GOL","GLO - 6871",22
"Regional","GOL","GLO - 6872",5
"Regional","GOL","GLO - 6878",37
"Regional","GOL","GLO - 6879",6
"Regional","GOL","GLO - 6882",37
"Regional","GOL","GLO - 6883",6
"Regional","GOL","GLO - 6884",1
"Regional","GOL","GLO - 6887",11
"Regional","GOL","GLO - 6888",11
"Regional","GOL","GLO - 6896",3
"Regional","GOL","GLO - 6899",5
"Regional","MAP LINHAS AEREAS","PAM - 5904",38
"Regional","MAP LINHAS AEREAS","PAM - 5905",38
"Regional","MAP LINHAS AEREAS","PAM - 5908",8
"Regional","MAP LINHAS AEREAS","PAM - 5909",8
"Regional","MAP LINHAS AEREAS","PAM - 5912",11
"Regional","MAP LINHAS AEREAS","PAM - 5913",12
"Regional","MAP LINHAS AEREAS","PAM - 5914",4
"Regional","MAP LINHAS AEREAS","PAM - 5915",4
"Regional","MAP LINHAS AEREAS","PAM - 5916",52
"Regional","MAP LINHAS AEREAS","PAM - 5917",52
"Regional","MAP LINHAS AEREAS","PAM - 5918",14
"Regional","MAP LINHAS AEREAS","PAM - 5919",7
"Regional","MAP LINHAS AEREAS","PAM - 5920",87
"Regional","MAP LINHAS AEREAS","PAM - 5921",87
"Regional","MAP LINHAS AEREAS","PAM - 5922",11
"Regional","MAP LINHAS AEREAS","PAM - 5924",12
"Regional","MAP LINHAS AEREAS","PAM - 5934",18
"Regional","MAP LINHAS AEREAS","PAM - 5935",18
"Regional","MAP LINHAS AEREAS","PAM - 5936",24
"Regional","MAP LINHAS AEREAS","PAM - 5937",24
"Regional","MAP LINHAS AEREAS","PAM - 5938",49
"Regional","MAP LINHAS AEREAS","PAM - 5940",44
"Regional","MAP LINHAS AEREAS","PAM - 5942",10
"Regional","MAP LINHAS AEREAS","PAM - 5943",5
"Regional","MAP LINHAS AEREAS","PAM - 5944",2
"Regional","MAP LINHAS AEREAS","PAM - 5945",3
"Regional","MAP LINHAS AEREAS","PAM - 5948",5
"Regional","MAP LINHAS AEREAS","PAM - 5949",3
"Regional","PASSAREDO","PTB - 2200",141
"Regional","PASSAREDO","PTB - 2201",142
"Regional","PASSAREDO","PTB - 2204",14
"Regional","PASSAREDO","PTB - 2205",20
"Regional","PASSAREDO","PTB - 2217",8
"Regional","PASSAREDO","PTB - 2218",43
"Regional","PASSAREDO","PTB - 2219",127
"Regional","PASSAREDO","PTB - 2220",88
"Regional","PASSAREDO","PTB - 2221",152
"Regional","PASSAREDO","PTB - 2222",144
"Regional","PASSAREDO","PTB - 2223",69
"Regional","PASSAREDO","PTB - 2224",85
"Regional","PASSAREDO","PTB - 2226",58
"Regional","PASSAREDO","PTB - 2227",58
"Regional","PASSAREDO","PTB - 2228",63
"Regional","PASSAREDO","PTB - 2229",60
"Regional","PASSAREDO","PTB - 2230",23
"Regional","PASSAREDO","PTB - 2231",34
"Regional","PASSAREDO","PTB - 2232",11
"Regional","PASSAREDO","PTB - 2233",13
"Regional","PASSAREDO","PTB - 2234",3
"Regional","PASSAREDO","PTB - 2235",13
"Regional","PASSAREDO","PTB - 2236",315
"Regional","PASSAREDO","PTB - 2237",315
"Regional","PASSAREDO","PTB - 2238",315
"Regional","PASSAREDO","PTB - 2239",315
"Regional","PASSAREDO","PTB - 2240",14
"Regional","PASSAREDO","PTB - 2241",35
"Regional","PASSAREDO","PTB - 2242",38
"Regional","PASSAREDO","PTB - 2243",2
"Regional","PASSAREDO","PTB - 2244",3
"Regional","PASSAREDO","PTB - 2245",32
"Regional","PASSAREDO","PTB - 2246",23
"Regional","PASSAREDO","PTB - 2247",9
"Regional","PASSAREDO","PTB - 2248",3
"Regional","PASSAREDO","PTB - 2249",3
"Regional","PASSAREDO","PTB - 2250",2
"Regional","PASSAREDO","PTB - 2251",5
"Regional","PASSAREDO","PTB - 2252",20
"Regional","PASSAREDO","PTB - 2253",37
"Regional","PASSAREDO","PTB - 2254",38
"Regional","PASSAREDO","PTB - 2255",204
"Regional","PASSAREDO","PTB - 2256",206
"Regional","PASSAREDO","PTB - 2257",36
"Regional","PASSAREDO","PTB - 2258",142
"Regional","PASSAREDO","PTB - 2259",81
"Regional","PASSAREDO","PTB - 2260",144
"Regional","PASSAREDO","PTB - 2261",238
"Regional","PASSAREDO","PTB - 2262",34
"Regional","PASSAREDO","PTB - 2264",73
"Regional","PASSAREDO","PTB - 2265",150
"Regional","PASSAREDO","PTB - 2266",92
"Regional","PASSAREDO","PTB - 2267",62
"Regional","PASSAREDO","PTB - 2268",155
"Regional","PASSAREDO","PTB - 2269",104
"Regional","PASSAREDO","PTB - 2270",35
"Regional","PASSAREDO","PTB - 2271",43
"Regional","PASSAREDO","PTB - 2272",463
"Regional","PASSAREDO","PTB - 2273",463
"Regional","PASSAREDO","PTB - 2274",218
"Regional","PASSAREDO","PTB - 2275",224
"Regional","PASSAREDO","PTB - 2276",85
"Regional","PASSAREDO","PTB - 2277",87
"Regional","PASSAREDO","PTB - 2278",28
"Regional","PASSAREDO","PTB - 2279",28
"Regional","PASSAREDO","PTB - 2304",130
"Regional","PASSAREDO","PTB - 2305",134
"Regional","PASSAREDO","PTB - 2314",235
"Regional","PASSAREDO","PTB - 2315",229
"Regional","PASSAREDO","PTB - 2316",106
"Regional","PASSAREDO","PTB - 2317",69
"Regional","PASSAREDO","PTB - 2330",271
"Regional","PASSAREDO","PTB - 2331",249
"Regional","PASSAREDO","PTB - 2332",315
"Regional","PASSAREDO","PTB - 2333",315
"Regional","PASSAREDO","PTB - 2338",315
"Regional","PASSAREDO","PTB - 2339",315
"Regional","PASSAREDO","PTB - 2340",74
"Regional","PASSAREDO","PTB - 2341",79
"Regional","PASSAREDO","PTB - 2344",18
"Regional","PASSAREDO","PTB - 2345",19
"Regional","PASSAREDO","PTB - 2346",209
"Regional","PASSAREDO","PTB - 2347",202
"Regional","PASSAREDO","PTB - 2360",413
"Regional","PASSAREDO","PTB - 2361",327
"Regional","PASSAREDO","PTB - 2362",105
"Regional","PASSAREDO","PTB - 2363",84
"Regional","PASSAREDO","PTB - 2364",215
"Regional","PASSAREDO","PTB - 2365",199
"Regional","PASSAREDO","PTB - 2366",188
"Regional","PASSAREDO","PTB - 2367",186
"Regional","PASSAREDO","PTB - 2368",86
"Regional","PASSAREDO","PTB - 2369",81
"Regional","PASSAREDO","PTB - 2370",118
"Regional","PASSAREDO","PTB - 2371",80
"Regional","PASSAREDO","PTB - 2372",196
"Regional","PASSAREDO","PTB - 2374",61
"Regional","PASSAREDO","PTB - 2375",58
"Regional","PASSAREDO","PTB - 2376",1
"Regional","PASSAREDO","PTB - 2377",195
"Regional","PASSAREDO","PTB - 2378",70
"Regional","PASSAREDO","PTB - 2379",96
"Regional","SETE","SLX - 6400",5
"Regional","SETE","SLX - 6401",4
"Regional","SETE","SLX - 6402",12
"Regional","SETE","SLX - 6403",12
"Regional","SETE","SLX - 6405",5
"Regional","SETE","SLX - 6408",9
"Regional","SETE","SLX - 6409",9
"Regional","SETE","SLX - 6412",12
"Regional","SETE","SLX - 6413",6
"Regional","SETE","SLX - 6414",63
"Regional","SETE","SLX - 6415",71
"Regional","SETE","SLX - 6416",24
"Regional","SETE","SLX - 6417",24
"Regional","SETE","SLX - 6418",4
"Regional","SETE","SLX - 6420",6
"Regional","SETE","SLX - 6421",4
"Regional","SETE","SLX - 6422",18
"Regional","SETE","SLX - 6423",16
"Regional","SETE","SLX - 6426",24
"Regional","SETE","SLX - 6427",24
"Regional","SETE","SLX - 6432",81
"Regional","SETE","SLX - 6433",78
"Regional","TAM","TAM - 3017",13
"Regional","TAM","TAM - 3018",13
"Regional","TAM","TAM - 3032",107
"Regional","TAM","TAM - 3033",94
"Regional","TAM","TAM - 3034",97
"Regional","TAM","TAM - 3035",101
"Regional","TAM","TAM - 3038",11
"Regional","TAM","TAM - 3039",7
"Regional","TAM","TAM - 3040",39
"Regional","TAM","TAM - 3041",35
"Regional","TAM","TAM - 3042",64
"Regional","TAM","TAM - 3043",56
"Regional","TAM","TAM - 3063",4
"Regional","TAM","TAM - 3068",6
"Regional","TAM","TAM - 3069",1
"Regional","TAM","TAM - 3072",8
"Regional","TAM","TAM - 3075",10
"Regional","TAM","TAM - 3080",13
"Regional","TAM","TAM - 3081",12
"Regional","TAM","TAM - 3084",2
"Regional","TAM","TAM - 3086",41
"Regional","TAM","TAM - 3087",65
"Regional","TAM","TAM - 3092",1
"Regional","TAM","TAM - 3095",21
"Regional","TAM","TAM - 3097",6
"Regional","TAM","TAM - 3098",253
"Regional","TAM","TAM - 3099",254
"Regional","TAM","TAM - 3100",62
"Regional","TAM","TAM - 3102",34
"Regional","TAM","TAM - 3103",18
"Regional","TAM","TAM - 3104",71
"Regional","TAM","TAM - 3105",58
"Regional","TAM","TAM - 3107",83
"Regional","TAM","TAM - 3109",27
"Regional","TAM","TAM - 3110",51
"Regional","TAM","TAM - 3114",83
"Regional","TAM","TAM - 3115",76
"Regional","TAM","TAM - 3118",23
"Regional","TAM","TAM - 3119",50
"Regional","TAM","TAM - 3120",91
"Regional","TAM","TAM - 3121",84
"Regional","TAM","TAM - 3122",94
"Regional","TAM","TAM - 3123",92
"Regional","TAM","TAM - 3124",4
"Regional","TAM","TAM - 3140",1
"Regional","TAM","TAM - 3141",2
"Regional","TAM","TAM - 3143",8
"Regional","TAM","TAM - 3160",32
"Regional","TAM","TAM - 3161",27
"Regional","TAM","TAM - 3164",2
"Regional","TAM","TAM - 3170",42
"Regional","TAM","TAM - 3171",42
"Regional","TAM","TAM - 3175",2
"Regional","TAM","TAM - 3176",18
"Regional","TAM","TAM - 3177",4
"Regional","TAM","TAM - 3208",69
"Regional","TAM","TAM - 3215",1
"Regional","TAM","TAM - 3219",10
"Regional","TAM","TAM - 3227",60
"Regional","TAM","TAM - 3229",63
"Regional","TAM","TAM - 3230",63
"Regional","TAM","TAM - 3234",2
"Regional","TAM","TAM - 3235",32
"Regional","TAM","TAM - 3236",6
"Regional","TAM","TAM - 3238",31
"Regional","TAM","TAM - 3239",22
"Regional","TAM","TAM - 3241",46
"Regional","TAM","TAM - 3242",36
"Regional","TAM","TAM - 3243",2
"Regional","TAM","TAM - 3244",35
"Regional","TAM","TAM - 3245",54
"Regional","TAM","TAM - 3248",6
"Regional","TAM","TAM - 3250",8
"Regional","TAM","TAM - 3251",8
"Regional","TAM","TAM - 3255",2
"Regional","TAM","TAM - 3258",6
"Regional","TAM","TAM - 3260",25
"Regional","TAM","TAM - 3261",23
"Regional","TAM","TAM - 3270",43
"Regional","TAM","TAM - 3271",37
"Regional","TAM","TAM - 3274",33
"Regional","TAM","TAM - 3275",53
"Regional","TAM","TAM - 3276",36
"Regional","TAM","TAM - 3277",41
"Regional","TAM","TAM - 3280",12
"Regional","TAM","TAM - 3281",16
"Regional","TAM","TAM - 3283",21
"Regional","TAM","TAM - 3284",60
"Regional","TAM","TAM - 3285",59
"Regional","TAM","TAM - 3290",24
"Regional","TAM","TAM - 3291",3
"Regional","TAM","TAM - 3294",5
"Regional","TAM","TAM - 3298",6
"Regional","TAM","TAM - 3308",22
"Regional","TAM","TAM - 3309",22
"Regional","TAM","TAM - 3310",5
"Regional","TAM","TAM - 3311",2
"Regional","TAM","TAM - 3322",2
"Regional","TAM","TAM - 3330",3
"Regional","TAM","TAM - 3339",34
"Regional","TAM","TAM - 3340",21
"Regional","TAM","TAM - 3341",7
"Regional","TAM","TAM - 3343",26
"Regional","TAM","TAM - 3344",8
"Regional","TAM","TAM - 3350",3
"Regional","TAM","TAM - 3365",1
"Regional","TAM","TAM - 3369",62
"Regional","TAM","TAM - 3370",4
"Regional","TAM","TAM - 3380",5
"Regional","TAM","TAM - 3381",2
"Regional","TAM","TAM - 3382",5
"Regional","TAM","TAM - 3383",1
"Regional","TAM","TAM - 3388",63
"Regional","TAM","TAM - 3389",40
"Regional","TAM","TAM - 3397",1
"Regional","TAM","TAM - 3408",48
"Regional","TAM","TAM - 3409",66
"Regional","TAM","TAM - 3423",7
"Regional","TAM","TAM - 3424",2
"Regional","TAM","TAM - 3428",4
"Regional","TAM","TAM - 3436",23
"Regional","TAM","TAM - 3437",20
"Regional","TAM","TAM - 3440",22
"Regional","TAM","TAM - 3441",12
"Regional","TAM","TAM - 3442",111
"Regional","TAM","TAM - 3443",20
"Regional","TAM","TAM - 3448",4
"Regional","TAM","TAM - 3449",4
"Regional","TAM","TAM - 3452",5
"Regional","TAM","TAM - 3453",3
"Regional","TAM","TAM - 3458",7
"Regional","TAM","TAM - 3472",101
"Regional","TAM","TAM - 3473",101
"Regional","TAM","TAM - 3475",61
"Regional","TAM","TAM - 3476",56
"Regional","TAM","TAM - 3477",3
"Regional","TAM","TAM - 3480",3
"Regional","TAM","TAM - 3481",2
"Regional","TAM","TAM - 3488",36
"Regional","TAM","TAM - 3489",33
"Regional","TAM","TAM - 3492",5
"Regional","TAM","TAM - 3493",4
"Regional","TAM","TAM - 3496",50
"Regional","TAM","TAM - 3499",3
"Regional","TAM","TAM - 3506",6
"Regional","TAM","TAM - 3511",15
"Regional","TAM","TAM - 3520",7
"Regional","TAM","TAM - 3528",57
"Regional","TAM","TAM - 3529",59
"Regional","TAM","TAM - 3530",17
"Regional","TAM","TAM - 3534",5
"Regional","TAM","TAM - 3543",2
"Regional","TAM","TAM - 3544",2
"Regional","TAM","TAM - 3545",4
"Regional","TAM","TAM - 3547",5
"Regional","TAM","TAM - 3550",113
"Regional","TAM","TAM - 3551",120
"Regional","TAM","TAM - 3552",90
"Regional","TAM","TAM - 3553",142
"Regional","TAM","TAM - 3565",7
"Regional","TAM","TAM - 3566",7
"Regional","TAM","TAM - 3571",36
"Regional","TAM","TAM - 3583",35
"Regional","TAM","TAM - 3616",2
"Regional","TAM","TAM - 3617",3
"Regional","TAM","TAM - 3621",2
"Regional","TAM","TAM - 3629",3
"Regional","TAM","TAM - 3632",1
"Regional","TAM","TAM - 3633",1
"Regional","TAM","TAM - 3634",97
"Regional","TAM","TAM - 3635",84
"Regional","TAM","TAM - 3644",70
"Regional","TAM","TAM - 3645",73
"Regional","TAM","TAM - 3648",2
"Regional","TAM","TAM - 3650",27
"Regional","TAM","TAM - 3654",4
"Regional","TAM","TAM - 3655",1
"Regional","TAM","TAM - 3658",76
"Regional","TAM","TAM - 3659",6
"Regional","TAM","TAM - 3668",15
"Regional","TAM","TAM - 3669",26
"Regional","TAM","TAM - 3672",93
"Regional","TAM","TAM - 3673",96
"Regional","TAM","TAM - 3676",16
"Regional","TAM","TAM - 3677",16
"Regional","TAM","TAM - 3680",1
"Regional","TAM","TAM - 3681",1
"Regional","TAM","TAM - 3683",22
"Regional","TAM","TAM - 3685",4
"Regional","TAM","TAM - 3686",13
